FOOTPRINT,MFGR,PART,QUANTITY,REF,VALUE,VENDOR,VENDORPART
Coilcraft:Coilcraft-DA2032-AL,Coilcraft,DA2032-AL,1,T1,Coilcraft-DA2032,Coilcraft,DA2032-AL
